borrower_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,persona,cluster,predicted_prob,risk_tier,recommended_action,loan_status
2083,23,30280,MORTGAGE,5.0,EDUCATION,A,5800,7.29,0.19,N,2,Cautious Low-Income Borrower,0,0.18480378,Low, Auto-Approve,0
2084,22,30288,MORTGAGE,2.0,EDUCATION,C,6000,12.73,0.2,N,2,At-Risk Young Borrower,1,0.35284963,Medium, Manual Review,0
2085,22,30288,OWN,0.0,EDUCATION,F,5000,19.47,0.17,Y,3,At-Risk Young Borrower,1,0.89880306,Very High, Decline or Refer to Counselling,1
2086,24,30300,MORTGAGE,0.0,MEDICAL,A,5000,7.74,0.17,N,2,Cautious Low-Income Borrower,0,0.21337774,Low, Auto-Approve,0
2087,25,53000,RENT,10.0,DEBTCONSOLIDATION,A,13500,6.99,0.25,N,3,At-Risk Young Borrower,1,0.17905493,Low, Auto-Approve,0
2088,24,57000,RENT,0.0,PERSONAL,A,13500,6.92,0.24,N,2,At-Risk Young Borrower,1,0.07867381,Low, Auto-Approve,0
2089,24,57772,RENT,6.0,VENTURE,C,13500,13.99,0.23,N,2,At-Risk Young Borrower,1,0.22033119,Low, Auto-Approve,0
2090,25,60000,RENT,9.0,DEBTCONSOLIDATION,A,13500,7.49,0.23,N,2,At-Risk Young Borrower,1,0.08596396,Low, Auto-Approve,0
2091,22,68000,RENT,6.0,DEBTCONSOLIDATION,B,13500,10.62,0.2,N,4,At-Risk Young Borrower,1,0.16520768,Low, Auto-Approve,0
2092,24,68000,RENT,3.0,EDUCATION,B,13500,12.21,0.2,N,2,At-Risk Young Borrower,1,0.11157663,Low, Auto-Approve,0
2093,26,71000,RENT,5.0,MEDICAL,B,13500,12.69,0.19,N,3,Cautious Low-Income Borrower,0,0.1737891,Low, Auto-Approve,0
2094,26,77508,RENT,10.0,VENTURE,C,13500,12.87,0.17,Y,2,At-Risk Young Borrower,1,0.30889967,Medium, Manual Review,0
2095,25,30576,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,6.03,0.33,N,4,At-Risk Young Borrower,1,0.42666602,Medium, Manual Review,0
2096,26,100000,RENT,0.0,PERSONAL,A,13500,7.14,0.14,N,3,Cautious Low-Income Borrower,0,0.021570574,Low, Auto-Approve,0
2097,26,185000,RENT,0.0,VENTURE,A,13500,5.99,0.07,N,3,Cautious Low-Income Borrower,0,0.0016748155,Low, Auto-Approve,0
2098,23,35000,RENT,6.0,DEBTCONSOLIDATION,B,13475,10.65,0.39,N,3,At-Risk Young Borrower,1,0.99170434,Very High, Decline or Refer to Counselling,1
2099,23,30652,MORTGAGE,4.0,DEBTCONSOLIDATION,D,6000,14.54,0.2,Y,2,At-Risk Young Borrower,1,0.98120743,Very High, Decline or Refer to Counselling,1
2100,23,29000,RENT,1.0,VENTURE,C,13475,14.26,0.46,Y,4,At-Risk Young Borrower,1,0.99820936,Very High, Decline or Refer to Counselling,1
2101,23,29000,RENT,4.0,MEDICAL,D,13450,12.61,0.46,N,3,At-Risk Young Borrower,1,0.9991061,Very High, Decline or Refer to Counselling,1
2102,24,35000,RENT,8.0,MEDICAL,B,13400,10.99,0.38,N,3,At-Risk Young Borrower,1,0.9865218,Very High, Decline or Refer to Counselling,1
2103,26,38000,RENT,3.0,EDUCATION,B,13400,9.99,0.35,N,2,At-Risk Young Borrower,1,0.9850994,Very High, Decline or Refer to Counselling,1
2104,25,30720,MORTGAGE,3.0,VENTURE,B,2000,11.12,0.07,N,2,Cautious Low-Income Borrower,0,0.053125013,Low, Auto-Approve,0
2105,22,50000,RENT,0.0,DEBTCONSOLIDATION,D,13350,14.59,0.27,N,2,At-Risk Young Borrower,1,0.9754945,Very High, Decline or Refer to Counselling,1
2106,24,33000,RENT,2.0,DEBTCONSOLIDATION,A,13300,7.66,0.4,N,4,At-Risk Young Borrower,1,0.9954228,Very High, Decline or Refer to Counselling,1
2107,24,39875,RENT,7.0,PERSONAL,D,13300,16.0,0.33,Y,4,At-Risk Young Borrower,1,0.9952733,Very High, Decline or Refer to Counselling,1
2108,23,54000,RENT,5.0,VENTURE,D,13275,17.58,0.25,Y,2,At-Risk Young Borrower,1,0.51482046,High,  Senior Review + Collateral Check,0
2109,25,24000,RENT,3.0,VENTURE,B,13250,10.37,0.55,N,2,At-Risk Young Borrower,1,0.9958787,Very High, Decline or Refer to Counselling,1
2110,23,30873,MORTGAGE,8.0,EDUCATION,B,4200,10.99,0.14,N,4,Cautious Low-Income Borrower,0,0.25509387,Medium, Manual Review,0
2111,22,30000,RENT,4.0,DEBTCONSOLIDATION,E,13250,16.4,0.44,Y,3,At-Risk Young Borrower,1,0.9991014,Very High, Decline or Refer to Counselling,1
2112,22,33300,RENT,0.0,DEBTCONSOLIDATION,B,13250,10.99,0.4,N,4,At-Risk Young Borrower,1,0.9966695,Very High, Decline or Refer to Counselling,1
2113,26,37500,RENT,6.0,DEBTCONSOLIDATION,C,13250,13.49,0.35,Y,3,At-Risk Young Borrower,1,0.9956802,Very High, Decline or Refer to Counselling,1
2114,23,38400,RENT,1.0,VENTURE,B,13250,10.99,0.35,N,4,At-Risk Young Borrower,1,0.98405737,Very High, Decline or Refer to Counselling,1
2115,26,40000,RENT,3.0,PERSONAL,B,13250,11.71,0.33,N,2,At-Risk Young Borrower,1,0.984838,Very High, Decline or Refer to Counselling,1
2116,25,40000,RENT,9.0,PERSONAL,D,13250,15.31,0.33,N,3,At-Risk Young Borrower,1,0.97822064,Very High, Decline or Refer to Counselling,1
2117,26,35000,RENT,5.0,VENTURE,C,13225,13.49,0.38,Y,3,At-Risk Young Borrower,1,0.99045104,Very High, Decline or Refer to Counselling,1
2118,22,40000,RENT,6.0,PERSONAL,D,13225,16.77,0.33,Y,2,At-Risk Young Borrower,1,0.987356,Very High, Decline or Refer to Counselling,1
2119,23,30996,OWN,2.0,VENTURE,B,5000,11.86,0.16,N,2,Cautious Low-Income Borrower,0,0.0018564962,Low, Auto-Approve,0
2120,22,31500,RENT,5.0,EDUCATION,B,13200,11.71,0.42,N,4,At-Risk Young Borrower,1,0.99732995,Very High, Decline or Refer to Counselling,1
2121,25,46596,RENT,2.0,DEBTCONSOLIDATION,B,13200,12.53,0.28,N,4,At-Risk Young Borrower,1,0.25752318,Medium, Manual Review,0
2122,24,60000,RENT,1.0,PERSONAL,A,13200,6.62,0.22,N,4,At-Risk Young Borrower,1,0.055673826,Low, Auto-Approve,0
2123,22,60000,RENT,0.0,PERSONAL,A,13200,8.49,0.22,N,3,At-Risk Young Borrower,1,0.034067012,Low, Auto-Approve,0
2124,26,31000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,15000,7.9,0.48,N,4,At-Risk Young Borrower,1,0.28168902,Medium, Manual Review,1
2125,26,54000,RENT,0.0,PERSONAL,D,13200,14.91,0.24,Y,2,At-Risk Young Borrower,1,0.9781342,Very High, Decline or Refer to Counselling,1
2126,22,62000,RENT,5.0,VENTURE,A,13200,7.49,0.21,N,4,Cautious Low-Income Borrower,0,0.008228852,Low, Auto-Approve,0
2127,21,31000,MORTGAGE,5.0,PERSONAL,A,6000,7.51,0.19,N,4,Cautious Low-Income Borrower,0,0.41830674,Medium, Manual Review,0
2128,24,72000,RENT,3.0,HOMEIMPROVEMENT,A,13200,7.29,0.18,N,3,Cautious Low-Income Borrower,0,0.04001801,Low, Auto-Approve,0
2129,23,75000,RENT,3.0,VENTURE,A,13200,6.17,0.18,N,4,Cautious Low-Income Borrower,0,0.0011809011,Low, Auto-Approve,0
2130,25,76000,RENT,4.0,EDUCATION,C,13200,12.23,0.17,N,4,Cautious Low-Income Borrower,0,0.33751556,Medium, Manual Review,0
2131,25,31000,OWN,8.0,PERSONAL,A,12000,7.49,0.39,N,3,At-Risk Young Borrower,1,0.009312678,Low, Auto-Approve,0
2132,21,31000,MORTGAGE,5.0,EDUCATION,A,7500,5.42,0.24,N,4,At-Risk Young Borrower,1,0.12520464,Low, Auto-Approve,0
2133,26,80952,RENT,6.0,EDUCATION,D,13200,16.77,0.16,N,4,At-Risk Young Borrower,1,0.2769571,Medium, Manual Review,0
2134,24,71040,RENT,1.0,VENTURE,A,13100,7.49,0.18,N,2,Cautious Low-Income Borrower,0,0.003922242,Low, Auto-Approve,0
2135,24,31000,MORTGAGE,8.0,EDUCATION,A,5000,5.42,0.16,N,2,Cautious Low-Income Borrower,0,0.13318175,Low, Auto-Approve,0
2136,25,31000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,6000,7.66,0.19,N,2,Cautious Low-Income Borrower,0,0.7351352,Very High, Decline or Refer to Counselling,0
2137,24,135000,RENT,8.0,PERSONAL,A,13050,7.49,0.1,N,3,Cautious Low-Income Borrower,0,0.03208782,Low, Auto-Approve,0
2138,21,24000,RENT,2.0,VENTURE,D,13000,15.7,0.54,Y,3,At-Risk Young Borrower,1,0.9969957,Very High, Decline or Refer to Counselling,1
2139,24,31000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,5.42,0.26,N,4,At-Risk Young Borrower,1,0.344095,Medium, Manual Review,0
2140,21,24000,RENT,5.0,DEBTCONSOLIDATION,C,13000,12.87,0.54,N,2,At-Risk Young Borrower,1,0.99739337,Very High, Decline or Refer to Counselling,1
2141,24,31000,MORTGAGE,8.0,PERSONAL,D,9000,14.84,0.29,Y,4,At-Risk Young Borrower,1,0.6404547,High,  Senior Review + Collateral Check,1
2142,25,31000,MORTGAGE,4.0,VENTURE,B,10000,10.38,0.32,N,4,At-Risk Young Borrower,1,0.2588578,Medium, Manual Review,0
2143,26,28000,RENT,10.0,MEDICAL,D,13000,16.29,0.46,Y,3,At-Risk Young Borrower,1,0.99733645,Very High, Decline or Refer to Counselling,1
2144,25,28000,RENT,10.0,PERSONAL,A,13000,7.9,0.46,N,3,At-Risk Young Borrower,1,0.9942532,Very High, Decline or Refer to Counselling,1
2145,26,28800,RENT,0.0,HOMEIMPROVEMENT,D,13000,14.46,0.45,N,2,At-Risk Young Borrower,1,0.9994444,Very High, Decline or Refer to Counselling,1
2146,25,31000,MORTGAGE,2.0,PERSONAL,B,12250,11.36,0.4,N,3,At-Risk Young Borrower,1,0.774517,Very High, Decline or Refer to Counselling,1
2147,22,30000,RENT,2.0,VENTURE,C,13000,13.11,0.43,Y,3,At-Risk Young Borrower,1,0.9966151,Very High, Decline or Refer to Counselling,1
2148,21,31200,RENT,0.0,EDUCATION,C,13000,13.11,0.42,Y,2,At-Risk Young Borrower,1,0.99772495,Very High, Decline or Refer to Counselling,1
2149,26,33800,RENT,4.0,EDUCATION,C,13000,13.57,0.38,N,4,At-Risk Young Borrower,1,0.9964657,Very High, Decline or Refer to Counselling,1
2150,26,34000,RENT,2.0,MEDICAL,B,13000,9.63,0.38,N,2,At-Risk Young Borrower,1,0.9975158,Very High, Decline or Refer to Counselling,1
2151,25,35000,RENT,5.0,MEDICAL,C,13000,13.22,0.37,N,2,At-Risk Young Borrower,1,0.9929939,Very High, Decline or Refer to Counselling,1
2152,24,36000,RENT,8.0,EDUCATION,D,13000,17.27,0.36,N,4,At-Risk Young Borrower,1,0.9918039,Very High, Decline or Refer to Counselling,1
2153,22,31000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,5000,13.79,0.16,N,4,Cautious Low-Income Borrower,0,0.507134,High,  Senior Review + Collateral Check,0
2154,24,36000,RENT,7.0,DEBTCONSOLIDATION,A,13000,7.29,0.36,N,3,At-Risk Young Borrower,1,0.98835796,Very High, Decline or Refer to Counselling,1
2155,26,31000,MORTGAGE,5.0,EDUCATION,B,4000,10.33,0.13,N,2,Cautious Low-Income Borrower,0,0.37329665,Medium, Manual Review,0
2156,22,31000,MORTGAGE,0.0,MEDICAL,C,3000,12.54,0.1,N,3,Cautious Low-Income Borrower,0,0.40279806,Medium, Manual Review,0
2157,23,30000,RENT,4.0,DEBTCONSOLIDATION,C,13000,13.57,0.43,Y,2,At-Risk Young Borrower,1,0.9979194,Very High, Decline or Refer to Counselling,1
2158,22,36000,RENT,6.0,DEBTCONSOLIDATION,B,13000,11.14,0.36,N,4,At-Risk Young Borrower,1,0.9942368,Very High, Decline or Refer to Counselling,1
2159,23,31000,MORTGAGE,6.0,EDUCATION,B,18500,10.99,0.6,N,4,At-Risk Young Borrower,1,0.19844107,Low, Auto-Approve,0
2160,24,37000,RENT,3.0,EDUCATION,B,13000,10.25,0.35,N,4,At-Risk Young Borrower,1,0.98877573,Very High, Decline or Refer to Counselling,1
2161,23,31164,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4500,6.62,0.14,N,2,Cautious Low-Income Borrower,0,0.3477736,Medium, Manual Review,0
2162,23,38000,RENT,4.0,EDUCATION,D,13000,15.31,0.34,N,4,At-Risk Young Borrower,1,0.98933744,Very High, Decline or Refer to Counselling,1
2163,23,38400,RENT,5.0,EDUCATION,B,13000,11.71,0.34,N,3,At-Risk Young Borrower,1,0.98337436,Very High, Decline or Refer to Counselling,1
2164,25,38400,RENT,0.0,DEBTCONSOLIDATION,B,13000,10.74,0.34,N,3,At-Risk Young Borrower,1,0.9887344,Very High, Decline or Refer to Counselling,1
2165,26,31200,MORTGAGE,6.0,PERSONAL,A,9250,7.9,0.3,N,2,At-Risk Young Borrower,1,0.4037669,Medium, Manual Review,0
2166,22,39000,RENT,5.0,DEBTCONSOLIDATION,B,13000,11.83,0.33,N,4,At-Risk Young Borrower,1,0.9979261,Very High, Decline or Refer to Counselling,1
2167,25,40000,RENT,9.0,PERSONAL,B,13000,10.99,0.33,N,3,At-Risk Young Borrower,1,0.9779047,Very High, Decline or Refer to Counselling,1
2168,24,40000,RENT,5.0,DEBTCONSOLIDATION,C,13000,14.26,0.33,N,3,At-Risk Young Borrower,1,0.9922996,Very High, Decline or Refer to Counselling,1
2169,25,31200,MORTGAGE,9.0,HOMEIMPROVEMENT,D,2400,17.58,0.08,Y,4,Cautious Low-Income Borrower,0,0.8740346,Very High, Decline or Refer to Counselling,1
2170,21,40800,RENT,3.0,MEDICAL,C,13000,13.57,0.32,Y,2,At-Risk Young Borrower,1,0.9916198,Very High, Decline or Refer to Counselling,1
2171,22,31200,MORTGAGE,3.0,VENTURE,B,3200,10.99,0.1,N,2,Cautious Low-Income Borrower,0,0.036468357,Low, Auto-Approve,0
2172,26,36000,RENT,6.0,DEBTCONSOLIDATION,A,13000,5.99,0.36,N,4,At-Risk Young Borrower,1,0.98195904,Very High, Decline or Refer to Counselling,1
2173,21,42000,RENT,5.0,EDUCATION,D,13000,15.31,0.31,N,3,At-Risk Young Borrower,1,0.98776627,Very High, Decline or Refer to Counselling,1
2174,22,43000,RENT,6.0,EDUCATION,C,13000,12.87,0.3,Y,4,At-Risk Young Borrower,1,0.20379753,Low, Auto-Approve,0
2175,22,37200,RENT,0.0,VENTURE,E,13000,16.0,0.35,N,2,At-Risk Young Borrower,1,0.997131,Very High, Decline or Refer to Counselling,1
2176,23,44000,RENT,1.0,EDUCATION,C,13000,13.47,0.3,N,2,At-Risk Young Borrower,1,0.2938566,Medium, Manual Review,0
2177,23,44100,RENT,8.0,MEDICAL,A,13000,8.9,0.29,N,4,At-Risk Young Borrower,1,0.6179965,High,  Senior Review + Collateral Check,0
2178,23,31200,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7550,9.99,0.24,N,4,At-Risk Young Borrower,1,0.42854202,Medium, Manual Review,0
2179,24,46000,RENT,8.0,PERSONAL,B,13000,10.99,0.28,N,3,At-Risk Young Borrower,1,0.27480474,Medium, Manual Review,0
2180,25,31200,MORTGAGE,3.0,MEDICAL,A,11200,5.42,0.36,N,2,At-Risk Young Borrower,1,0.3403209,Medium, Manual Review,0
2181,24,46540,RENT,5.0,VENTURE,D,13000,15.31,0.28,Y,2,At-Risk Young Borrower,1,0.4919334,Medium, Manual Review,0
2182,25,31200,MORTGAGE,9.0,DEBTCONSOLIDATION,A,6000,5.79,0.19,N,4,Cautious Low-Income Borrower,0,0.18550092,Low, Auto-Approve,0
2183,22,48000,RENT,1.0,MEDICAL,B,13000,9.99,0.27,N,2,At-Risk Young Borrower,1,0.18563676,Low, Auto-Approve,0
2184,26,48000,RENT,0.0,DEBTCONSOLIDATION,B,13000,11.26,0.27,N,3,At-Risk Young Borrower,1,0.19210802,Low, Auto-Approve,0
2185,23,49000,RENT,0.0,PERSONAL,A,13000,6.17,0.27,N,4,At-Risk Young Borrower,1,0.3571011,Medium, Manual Review,0
2186,23,44000,RENT,7.0,DEBTCONSOLIDATION,D,13000,16.29,0.3,N,3,At-Risk Young Borrower,1,0.9883194,Very High, Decline or Refer to Counselling,1
2187,22,20640,RENT,0.0,EDUCATION,C,2500,12.68,0.12,N,3,Cautious Low-Income Borrower,0,0.090939134,Low, Auto-Approve,0
2188,26,31200,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8400,7.51,0.27,N,3,At-Risk Young Borrower,1,0.7103794,Very High, Decline or Refer to Counselling,0
2189,25,21600,RENT,4.0,EDUCATION,A,2500,5.99,0.12,N,3,Cautious Low-Income Borrower,0,0.10595588,Low, Auto-Approve,0
2190,22,21996,RENT,0.0,MEDICAL,B,2500,11.89,0.11,N,2,Cautious Low-Income Borrower,0,0.24854074,Low, Auto-Approve,0
2191,21,22000,RENT,4.0,DEBTCONSOLIDATION,A,2500,7.14,0.11,N,4,Cautious Low-Income Borrower,0,0.34845483,Medium, Manual Review,0
2192,22,31200,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1050,7.51,0.03,N,4,Cautious Low-Income Borrower,0,0.57422435,High,  Senior Review + Collateral Check,1
2193,23,22000,RENT,0.0,VENTURE,A,2500,7.51,0.11,N,2,Cautious Low-Income Borrower,0,0.014899686,Low, Auto-Approve,0
2194,24,22000,RENT,0.0,DEBTCONSOLIDATION,B,2500,9.76,0.11,N,2,Cautious Low-Income Borrower,0,0.20654352,Low, Auto-Approve,0
2195,21,22200,RENT,2.0,PERSONAL,D,2500,16.29,0.11,N,4,Cautious Low-Income Borrower,0,0.9727232,Very High, Decline or Refer to Counselling,1
2196,26,22406,RENT,5.0,PERSONAL,A,2500,6.76,0.11,N,4,Cautious Low-Income Borrower,0,0.58367985,High,  Senior Review + Collateral Check,1
2197,23,24000,RENT,0.0,EDUCATION,B,2500,11.71,0.1,N,2,Cautious Low-Income Borrower,0,0.16136861,Low, Auto-Approve,0
2198,21,31200,MORTGAGE,2.0,EDUCATION,D,1000,14.59,0.03,N,2,Cautious Low-Income Borrower,0,0.54715747,High,  Senior Review + Collateral Check,0
2199,24,24000,RENT,1.0,MEDICAL,B,2500,10.74,0.1,N,3,Cautious Low-Income Borrower,0,0.27444923,Medium, Manual Review,0
2200,25,31200,MORTGAGE,0.0,EDUCATION,E,4750,16.795,0.15,N,2,Cautious Low-Income Borrower,0,0.8248178,Very High, Decline or Refer to Counselling,1
2201,24,31200,OWN,8.0,PERSONAL,B,10000,12.18,0.32,N,2,At-Risk Young Borrower,1,0.0038634057,Low, Auto-Approve,0
2202,22,31200,MORTGAGE,6.0,VENTURE,A,3500,7.74,0.11,N,2,Cautious Low-Income Borrower,0,0.011759691,Low, Auto-Approve,0
2203,22,24960,RENT,0.0,VENTURE,A,2500,7.51,0.1,N,2,Cautious Low-Income Borrower,0,0.023052594,Low, Auto-Approve,0
2204,24,31200,MORTGAGE,2.0,EDUCATION,C,6700,14.26,0.21,Y,2,At-Risk Young Borrower,1,0.48180974,Medium, Manual Review,0
2205,25,24996,RENT,8.0,VENTURE,C,2500,12.98,0.1,N,4,Cautious Low-Income Borrower,0,0.3247185,Medium, Manual Review,0
2206,22,24996,RENT,0.0,MEDICAL,B,2500,10.99,0.1,N,3,Cautious Low-Income Borrower,0,0.37747535,Medium, Manual Review,1
2207,23,25000,RENT,0.0,PERSONAL,A,2500,6.91,0.1,N,2,Cautious Low-Income Borrower,0,0.13396576,Low, Auto-Approve,0
2208,24,25000,RENT,5.0,MEDICAL,C,2500,13.48,0.1,Y,4,Cautious Low-Income Borrower,0,0.25548506,Medium, Manual Review,0
2209,22,25000,RENT,0.0,DEBTCONSOLIDATION,B,2500,11.14,0.1,N,3,Cautious Low-Income Borrower,0,0.28373912,Medium, Manual Review,0
2210,26,31303,MORTGAGE,7.0,MEDICAL,A,12000,7.49,0.38,N,2,At-Risk Young Borrower,1,0.46798915,Medium, Manual Review,0
2211,22,31356,MORTGAGE,6.0,DEBTCONSOLIDATION,D,11225,15.31,0.36,Y,2,At-Risk Young Borrower,1,0.9714726,Very High, Decline or Refer to Counselling,1
2212,21,26940,RENT,1.0,EDUCATION,A,2500,5.42,0.09,N,4,Cautious Low-Income Borrower,0,0.035941448,Low, Auto-Approve,0
2213,26,27000,RENT,0.0,EDUCATION,C,2500,13.61,0.09,N,4,Cautious Low-Income Borrower,0,0.27636108,Medium, Manual Review,0
2214,25,27024,RENT,7.0,EDUCATION,E,2500,16.69,0.09,N,2,Cautious Low-Income Borrower,0,0.358206,Medium, Manual Review,0
2215,26,27200,RENT,4.0,DEBTCONSOLIDATION,C,2500,13.49,0.09,N,4,Cautious Low-Income Borrower,0,0.3473313,Medium, Manual Review,0
2216,22,31500,MORTGAGE,2.0,VENTURE,A,14000,8.9,0.44,N,3,At-Risk Young Borrower,1,0.098325856,Low, Auto-Approve,0
2217,21,28200,RENT,2.0,DEBTCONSOLIDATION,D,2500,16.77,0.09,Y,2,Cautious Low-Income Borrower,0,0.9630189,Very High, Decline or Refer to Counselling,1
2218,24,28500,RENT,3.0,DEBTCONSOLIDATION,B,2500,11.36,0.09,N,4,Cautious Low-Income Borrower,0,0.3744251,Medium, Manual Review,0
2219,24,29000,RENT,4.0,PERSONAL,B,2500,10.99,0.09,N,3,Cautious Low-Income Borrower,0,0.55465436,High,  Senior Review + Collateral Check,0
2220,25,29000,RENT,2.0,VENTURE,C,2500,12.84,0.09,N,3,Cautious Low-Income Borrower,0,0.51663786,High,  Senior Review + Collateral Check,1
2221,23,30000,RENT,7.0,MEDICAL,B,2500,9.88,0.08,N,2,Cautious Low-Income Borrower,0,0.5086388,High,  Senior Review + Collateral Check,0
2222,22,31500,MORTGAGE,3.0,VENTURE,B,4500,9.88,0.14,N,2,Cautious Low-Income Borrower,0,0.032124102,Low, Auto-Approve,0
2223,24,31000,RENT,1.0,EDUCATION,D,2500,14.54,0.08,Y,3,Cautious Low-Income Borrower,0,0.9681419,Very High, Decline or Refer to Counselling,1
2224,26,31200,RENT,4.0,VENTURE,B,2500,10.37,0.08,N,3,Cautious Low-Income Borrower,0,0.057705432,Low, Auto-Approve,0
2225,23,31577,OWN,6.0,EDUCATION,A,2500,6.92,0.08,N,4,Cautious Low-Income Borrower,0,0.0029544455,Low, Auto-Approve,0
2226,21,32000,RENT,1.0,VENTURE,A,2500,7.4,0.08,N,3,Cautious Low-Income Borrower,0,0.028316988,Low, Auto-Approve,0
2227,25,33000,RENT,6.0,DEBTCONSOLIDATION,B,2500,10.59,0.08,N,2,Cautious Low-Income Borrower,0,0.47153416,Medium, Manual Review,0
2228,23,33448,RENT,2.0,EDUCATION,C,2500,11.66,0.07,Y,2,Cautious Low-Income Borrower,0,0.19712365,Low, Auto-Approve,0
2229,23,33500,RENT,2.0,EDUCATION,E,2500,15.68,0.07,Y,4,Cautious Low-Income Borrower,0,0.96037304,Very High, Decline or Refer to Counselling,1
2230,21,34368,RENT,0.0,DEBTCONSOLIDATION,C,2500,12.87,0.07,Y,2,Cautious Low-Income Borrower,0,0.556214,High,  Senior Review + Collateral Check,0
2231,21,31776,MORTGAGE,5.0,VENTURE,A,6000,8.9,0.19,N,3,Cautious Low-Income Borrower,0,0.036520224,Low, Auto-Approve,0
2232,23,34800,RENT,7.0,EDUCATION,A,2500,6.39,0.07,N,2,Cautious Low-Income Borrower,0,0.12305247,Low, Auto-Approve,0
2233,26,35000,RENT,2.0,MEDICAL,A,2500,8.9,0.07,N,3,Cautious Low-Income Borrower,0,0.13576537,Low, Auto-Approve,0
2234,23,35000,RENT,0.0,DEBTCONSOLIDATION,A,2500,7.51,0.07,N,2,Cautious Low-Income Borrower,0,0.121114135,Low, Auto-Approve,0
2235,24,29000,RENT,2.0,MEDICAL,D,2500,15.31,0.09,N,4,Cautious Low-Income Borrower,0,0.9760122,Very High, Decline or Refer to Counselling,1
2236,22,30000,RENT,2.0,EDUCATION,A,2500,8.49,0.08,N,2,Cautious Low-Income Borrower,0,0.43146437,Medium, Manual Review,1
2237,21,30000,RENT,3.0,DEBTCONSOLIDATION,A,2500,7.14,0.08,N,4,Cautious Low-Income Borrower,0,0.53410655,High,  Senior Review + Collateral Check,1
2238,22,30000,RENT,0.0,EDUCATION,C,2500,13.16,0.08,Y,4,Cautious Low-Income Borrower,0,0.48050526,Medium, Manual Review,1
2239,25,31920,MORTGAGE,8.0,MEDICAL,C,4500,13.48,0.14,Y,2,Cautious Low-Income Borrower,0,0.5760636,High,  Senior Review + Collateral Check,0
2240,26,37000,RENT,2.0,VENTURE,A,2500,7.14,0.07,N,3,Cautious Low-Income Borrower,0,0.01144694,Low, Auto-Approve,0
2241,26,37225,RENT,4.0,PERSONAL,C,2500,13.48,0.07,N,3,Cautious Low-Income Borrower,0,0.3319088,Medium, Manual Review,0
2242,26,31992,OTHER,0.0,VENTURE,A,6500,7.49,0.2,N,4,Cautious Low-Income Borrower,0,0.014235154,Low, Auto-Approve,0
2243,25,32000,RENT,1.0,MEDICAL,E,2500,16.45,0.08,Y,2,Cautious Low-Income Borrower,0,0.98043925,Very High, Decline or Refer to Counselling,1
2244,25,38060,RENT,9.0,DEBTCONSOLIDATION,B,2500,12.53,0.07,N,2,Cautious Low-Income Borrower,0,0.20277679,Low, Auto-Approve,0
2245,23,39200,RENT,1.0,EDUCATION,A,2500,7.74,0.06,N,3,Cautious Low-Income Borrower,0,0.1528831,Low, Auto-Approve,0
2246,23,32000,MORTGAGE,7.0,EDUCATION,B,10000,11.71,0.31,N,2,At-Risk Young Borrower,1,0.37986764,Medium, Manual Review,0
2247,24,40000,RENT,6.0,PERSONAL,C,2500,15.27,0.06,N,3,Cautious Low-Income Borrower,0,0.25212044,Medium, Manual Review,0
2248,25,40000,RENT,3.0,MEDICAL,B,2500,9.99,0.06,N,3,Cautious Low-Income Borrower,0,0.059019003,Low, Auto-Approve,0
2249,23,40000,RENT,0.0,DEBTCONSOLIDATION,B,2500,10.99,0.06,N,2,Cautious Low-Income Borrower,0,0.073199816,Low, Auto-Approve,0
2250,25,32000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5600,7.9,0.17,N,3,Cautious Low-Income Borrower,0,0.42818534,Medium, Manual Review,0
2251,22,34000,RENT,2.0,HOMEIMPROVEMENT,C,2500,13.57,0.07,Y,3,Cautious Low-Income Borrower,0,0.9946197,Very High, Decline or Refer to Counselling,1
2252,22,35500,RENT,6.0,MEDICAL,D,2500,15.62,0.07,N,2,Cautious Low-Income Borrower,0,0.9505117,Very High, Decline or Refer to Counselling,1
2253,24,36000,RENT,2.0,HOMEIMPROVEMENT,D,2500,16.77,0.07,N,3,Cautious Low-Income Borrower,0,0.9876581,Very High, Decline or Refer to Counselling,1
2254,21,42000,RENT,5.0,MEDICAL,B,2500,9.99,0.06,N,2,Cautious Low-Income Borrower,0,0.16673939,Low, Auto-Approve,0
2255,22,32000,MORTGAGE,0.0,EDUCATION,A,1700,7.9,0.05,N,4,Cautious Low-Income Borrower,0,0.1975304,Low, Auto-Approve,0
2256,23,42000,RENT,0.0,EDUCATION,B,2500,11.49,0.06,N,2,Cautious Low-Income Borrower,0,0.11049184,Low, Auto-Approve,0
2257,23,42000,RENT,4.0,EDUCATION,C,2500,13.61,0.06,N,4,Cautious Low-Income Borrower,0,0.17400105,Low, Auto-Approve,0
